Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Rank,Platform,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Final Fantasy X,2001-07-19, Square,4.1,1500,1500,Adventure,8500,330000,2900,990000,87,PS2,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
Final Fantasy X,2001-07-19,Square Electronic Arts,4.1,1500,1500, RPG,8500,330000,2900,990000,87,PS2,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
Final Fantasy X,2001-07-19, Square,4.1,1500,1500, RPG,8500,330000,2900,990000,87,PS2,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000,Adventure,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000,Adventure,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000,Adventure,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000,Adventure,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000, Point-and-Click,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000, Point-and-Click,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000, Point-and-Click,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000, Point-and-Click,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000, Visual Novel,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26,NIS America,3.9,972000,972000, Visual Novel,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000, Visual Novel,9900,288000,1800,605000,6461,PSV,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
Danganronpa 2: Goodbye Despair,2012-07-26, Spike ChunSoft,3.9,972000,972000, Visual Novel,9900,288000,1800,605000,7762,PSP,Spike,0.0,0.0,0.19,0.0,0.19
Final Fantasy IX,2000-07-07,Square,4.3,1600,1600,RPG,6800,350000,3600,1200,174,PS,SquareSoft,1.62,0.77,2.78,0.14,5.3
Final Fantasy IX,2000-07-07, Square Electronic Arts,4.3,1600,1600,RPG,6800,350000,3600,1200,174,PS,SquareSoft,1.62,0.77,2.78,0.14,5.3
Final Fantasy IX,2000-07-07,Square,4.3,1600,1600, Turn Based Strategy,6800,350000,3600,1200,174,PS,SquareSoft,1.62,0.77,2.78,0.14,5.3
Final Fantasy IX,2000-07-07, Square Electronic Arts,4.3,1600,1600, Turn Based Strategy,6800,350000,3600,1200,174,PS,SquareSoft,1.62,0.77,2.78,0.14,5.3
Halo 3,2007-09-25,Bungie,4.2,1600,1600,Shooter,12000,101000,1500,528000,44,X360,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
Halo 3,2007-09-25, Microsoft Game Studios,4.2,1600,1600,Shooter,12000,101000,1500,528000,44,X360,Microsoft Game Studios,7.97,2.83,0.13,1.21,12.14
Metroid Fusion,2002-11-17,Nintendo,4.0,1300,1300,Adventure,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Metroid Fusion,2002-11-17, Nintendo R&D1,4.0,1300,1300,Adventure,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Metroid Fusion,2002-11-17,Nintendo,4.0,1300,1300, Platform,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Metroid Fusion,2002-11-17, Nintendo R&D1,4.0,1300,1300, Platform,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Metroid Fusion,2002-11-17,Nintendo,4.0,1300,1300, Shooter,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Metroid Fusion,2002-11-17, Nintendo R&D1,4.0,1300,1300, Shooter,7900,146000,2000,799000,1083,GBA,Nintendo,1.18,0.27,0.17,0.06,1.68
Final Fantasy VI,1994-04-02,Square Enix,4.4,1600,1600,Adventure,6100,312000,3300,1300,11455,PS,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08
Final Fantasy VI,1994-04-02, Square,4.4,1600,1600,Adventure,6100,312000,3300,1300,11455,PS,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08
Final Fantasy VI,1994-04-02,Square Enix,4.4,1600,1600, RPG,6100,312000,3300,1300,11455,PS,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08
Final Fantasy VI,1994-04-02, Square,4.4,1600,1600, RPG,6100,312000,3300,1300,11455,PS,Sony Computer Entertainment,0.0,0.0,0.08,0.01,0.08
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000,Adventure,14000,188000,1900,660000,383,PS3,Ubisoft,0.88,1.75,0.1,0.72,3.45
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000,Adventure,14000,188000,1900,660000,460,X360,Ubisoft,1.38,1.35,0.02,0.28,3.04
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000,Adventure,14000,188000,1900,660000,2108,PC,Ubisoft,0.21,0.62,0.0,0.14,0.98
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000,Adventure,14000,188000,1900,660000,383,PS3,Ubisoft,0.88,1.75,0.1,0.72,3.45
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000,Adventure,14000,188000,1900,660000,460,X360,Ubisoft,1.38,1.35,0.02,0.28,3.04
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000,Adventure,14000,188000,1900,660000,2108,PC,Ubisoft,0.21,0.62,0.0,0.14,0.98
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000, Shooter,14000,188000,1900,660000,383,PS3,Ubisoft,0.88,1.75,0.1,0.72,3.45
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000, Shooter,14000,188000,1900,660000,460,X360,Ubisoft,1.38,1.35,0.02,0.28,3.04
Far Cry 3,2012-11-28,Ubisoft Entertainment,3.7,983000,983000, Shooter,14000,188000,1900,660000,2108,PC,Ubisoft,0.21,0.62,0.0,0.14,0.98
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000, Shooter,14000,188000,1900,660000,383,PS3,Ubisoft,0.88,1.75,0.1,0.72,3.45
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000, Shooter,14000,188000,1900,660000,460,X360,Ubisoft,1.38,1.35,0.02,0.28,3.04
Far Cry 3,2012-11-28, Ubisoft Montreal,3.7,983000,983000, Shooter,14000,188000,1900,660000,2108,PC,Ubisoft,0.21,0.62,0.0,0.14,0.98
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000,Puzzle,14000,117000,493000,82000,1716,DS,Mastertronic,0.95,0.15,0.0,0.08,1.18
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000,Puzzle,14000,117000,493000,82000,6514,X360,PopCap Games,0.24,0.0,0.0,0.02,0.26
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000,Puzzle,14000,117000,493000,82000,7821,PS3,PopCap Games,0.18,0.0,0.0,0.01,0.19
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000,Puzzle,14000,117000,493000,82000,13034,PC,PopCap Games,0.0,0.04,0.0,0.01,0.05
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Real Time Strategy,14000,117000,493000,82000,1716,DS,Mastertronic,0.95,0.15,0.0,0.08,1.18
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Real Time Strategy,14000,117000,493000,82000,6514,X360,PopCap Games,0.24,0.0,0.0,0.02,0.26
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Real Time Strategy,14000,117000,493000,82000,7821,PS3,PopCap Games,0.18,0.0,0.0,0.01,0.19
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Real Time Strategy,14000,117000,493000,82000,13034,PC,PopCap Games,0.0,0.04,0.0,0.01,0.05
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Simulator,14000,117000,493000,82000,1716,DS,Mastertronic,0.95,0.15,0.0,0.08,1.18
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Simulator,14000,117000,493000,82000,6514,X360,PopCap Games,0.24,0.0,0.0,0.02,0.26
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Simulator,14000,117000,493000,82000,7821,PS3,PopCap Games,0.18,0.0,0.0,0.01,0.19
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Simulator,14000,117000,493000,82000,13034,PC,PopCap Games,0.0,0.04,0.0,0.01,0.05
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Strategy,14000,117000,493000,82000,1716,DS,Mastertronic,0.95,0.15,0.0,0.08,1.18
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Strategy,14000,117000,493000,82000,6514,X360,PopCap Games,0.24,0.0,0.0,0.02,0.26
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Strategy,14000,117000,493000,82000,7821,PS3,PopCap Games,0.18,0.0,0.0,0.01,0.19
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Strategy,14000,117000,493000,82000,13034,PC,PopCap Games,0.0,0.04,0.0,0.01,0.05
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Tactical,14000,117000,493000,82000,1716,DS,Mastertronic,0.95,0.15,0.0,0.08,1.18
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Tactical,14000,117000,493000,82000,6514,X360,PopCap Games,0.24,0.0,0.0,0.02,0.26
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Tactical,14000,117000,493000,82000,7821,PS3,PopCap Games,0.18,0.0,0.0,0.01,0.19
Plants vs. Zombies,2009-05-05,PopCap Games,3.7,719000,719000, Tactical,14000,117000,493000,82000,13034,PC,PopCap Games,0.0,0.04,0.0,0.01,0.05
Demon's Souls,2020-11-12,Bluepoint Games,3.9,880000,880000,Adventure,4100,403000,2400,2100,943,PS3,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
Demon's Souls,2020-11-12, Sony Interactive Entertainment,3.9,880000,880000,Adventure,4100,403000,2400,2100,943,PS3,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
Demon's Souls,2020-11-12,Bluepoint Games,3.9,880000,880000, RPG,4100,403000,2400,2100,943,PS3,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
Demon's Souls,2020-11-12, Sony Interactive Entertainment,3.9,880000,880000, RPG,4100,403000,2400,2100,943,PS3,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
The Legend of Zelda: Link's Awakening,2019-09-20,Nintendo,3.9,1100,1100,Adventure,7600,387000,2800,2000,319,GB,Nintendo,2.21,0.96,0.54,0.13,3.83
The Legend of Zelda: Link's Awakening,2019-09-20, Grezzo,3.9,1100,1100,Adventure,7600,387000,2800,2000,319,GB,Nintendo,2.21,0.96,0.54,0.13,3.83
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000,Adventure,13000,118000,1200,496000,159,X360,Ubisoft,3.28,1.65,0.07,0.55,5.55
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000,Adventure,13000,118000,1200,496000,219,PS3,Ubisoft,1.91,2.0,0.09,0.83,4.83
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000,Adventure,13000,118000,1200,496000,2262,PC,Ubisoft,0.01,0.83,0.0,0.08,0.92
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000,Adventure,13000,118000,1200,496000,159,X360,Ubisoft,3.28,1.65,0.07,0.55,5.55
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000,Adventure,13000,118000,1200,496000,219,PS3,Ubisoft,1.91,2.0,0.09,0.83,4.83
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000,Adventure,13000,118000,1200,496000,2262,PC,Ubisoft,0.01,0.83,0.0,0.08,0.92
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000, Platform,13000,118000,1200,496000,159,X360,Ubisoft,3.28,1.65,0.07,0.55,5.55
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000, Platform,13000,118000,1200,496000,219,PS3,Ubisoft,1.91,2.0,0.09,0.83,4.83
Assassin's Creed,2007-11-13,Ubisoft Montreal,2.9,801000,801000, Platform,13000,118000,1200,496000,2262,PC,Ubisoft,0.01,0.83,0.0,0.08,0.92
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000, Platform,13000,118000,1200,496000,159,X360,Ubisoft,3.28,1.65,0.07,0.55,5.55
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000, Platform,13000,118000,1200,496000,219,PS3,Ubisoft,1.91,2.0,0.09,0.83,4.83
Assassin's Creed,2007-11-13, Ubisoft Entertainment,2.9,801000,801000, Platform,13000,118000,1200,496000,2262,PC,Ubisoft,0.01,0.83,0.0,0.08,0.92
Call of Duty: Black Ops,2010-11-09,Activision,3.7,920000,920000,Shooter,14000,44000,611000,318000,32,X360,Activision,9.67,3.73,0.11,1.13,14.64
Call of Duty: Black Ops,2010-11-09,Activision,3.7,920000,920000,Shooter,14000,44000,611000,318000,41,PS3,Activision,5.98,4.44,0.48,1.83,12.73
Call of Duty: Black Ops,2010-11-09,Activision,3.7,920000,920000,Shooter,14000,44000,611000,318000,1381,Wii,Activision,0.82,0.47,0.0,0.12,1.4
Call of Duty: Black Ops,2010-11-09,Activision,3.7,920000,920000,Shooter,14000,44000,611000,318000,3213,DS,Activision,0.54,0.05,0.0,0.04,0.63
Call of Duty: Black Ops,2010-11-09, Treyarch,3.7,920000,920000,Shooter,14000,44000,611000,318000,32,X360,Activision,9.67,3.73,0.11,1.13,14.64
Call of Duty: Black Ops,2010-11-09, Treyarch,3.7,920000,920000,Shooter,14000,44000,611000,318000,41,PS3,Activision,5.98,4.44,0.48,1.83,12.73
Call of Duty: Black Ops,2010-11-09, Treyarch,3.7,920000,920000,Shooter,14000,44000,611000,318000,1381,Wii,Activision,0.82,0.47,0.0,0.12,1.4
Call of Duty: Black Ops,2010-11-09, Treyarch,3.7,920000,920000,Shooter,14000,44000,611000,318000,3213,DS,Activision,0.54,0.05,0.0,0.04,0.63
The Legend of Zelda,1986-02-21,Nintendo EAD,3.2,1200,1200,Adventure,9300,132000,1500,463000,128,NES,Nintendo,3.74,0.93,1.69,0.14,6.51
The Legend of Zelda,1986-02-21, Nintendo,3.2,1200,1200,Adventure,9300,132000,1500,463000,128,NES,Nintendo,3.74,0.93,1.69,0.14,6.51
Ghost Trick: Phantom Detective,2010-06-19,Capcom,4.4,830000,830000,Adventure,3600,149000,1800,1200,4621,DS,Capcom,0.2,0.08,0.12,0.03,0.42
Ghost Trick: Phantom Detective,2010-06-19,Capcom,4.4,830000,830000, Puzzle,3600,149000,1800,1200,4621,DS,Capcom,0.2,0.08,0.12,0.03,0.42
Paper Mario: The Thousand-Year Door,2004-07-22,Nintendo,4.4,1300,1300,Adventure,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Intelligent Systems Co.,4.4,1300,1300,Adventure,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Ltd.,4.4,1300,1300,Adventure,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22,Nintendo,4.4,1300,1300, RPG,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Intelligent Systems Co.,4.4,1300,1300, RPG,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Ltd.,4.4,1300,1300, RPG,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22,Nintendo,4.4,1300,1300, Turn Based Strategy,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Intelligent Systems Co.,4.4,1300,1300, Turn Based Strategy,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
Paper Mario: The Thousand-Year Door,2004-07-22, Ltd.,4.4,1300,1300, Turn Based Strategy,6700,187000,2900,1500,718,GC,Nintendo,1.48,0.25,0.46,0.06,2.25
God of War II,2007-03-13,Sony Computer Entertainment,4.0,936000,936000,Adventure,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, Inc. (SCEI),4.0,936000,936000,Adventure,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, SIE Santa Monica Studio,4.0,936000,936000,Adventure,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13,Sony Computer Entertainment,4.0,936000,936000, Brawler,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, Inc. (SCEI),4.0,936000,936000, Brawler,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, SIE Santa Monica Studio,4.0,936000,936000, Brawler,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13,Sony Computer Entertainment,4.0,936000,936000, Platform,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, Inc. (SCEI),4.0,936000,936000, Platform,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
God of War II,2007-03-13, SIE Santa Monica Studio,4.0,936000,936000, Platform,9300,89000,1300,687000,291,PS2,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300,Adventure,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300,Adventure,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300,Adventure,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300,Adventure,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300,Adventure,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300,Adventure,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, RPG,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, RPG,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, RPG,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, RPG,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, RPG,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, RPG,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, Shooter,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, Shooter,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26,BioWare,4.3,1300,1300, Shooter,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, Shooter,9600,107000,1900,645000,449,X360,Electronic Arts,1.99,0.82,0.03,0.27,3.11
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, Shooter,9600,107000,1900,645000,1283,PS3,Electronic Arts,0.78,0.47,0.03,0.2,1.48
Mass Effect 2,2010-01-26, Electronic Arts,4.3,1300,1300, Shooter,9600,107000,1900,645000,4869,PC,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000,Adventure,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000,Adventure,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000,Adventure,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000,Adventure,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000,Adventure,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000,Adventure,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000,Adventure,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000,Adventure,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, RPG,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, RPG,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, RPG,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, RPG,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, RPG,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, RPG,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, RPG,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, RPG,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Shooter,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Shooter,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Shooter,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Shooter,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, Shooter,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, Shooter,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, Shooter,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
Metal Gear Solid V: Ground Zeroes,2014-03-18, Kojima Productions,3.3,650000,650000, Shooter,9500,53000,1700,549000,8755,X360,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Strategy,9500,53000,1700,549000,1543,PS4,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Strategy,9500,53000,1700,549000,3267,PS3,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
Metal Gear Solid V: Ground Zeroes,2014-03-18,Konami,3.3,650000,650000, Strategy,9500,53000,1700,549000,6120,XOne,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28
